w	d	t_history	r_history	delta_t	p_recall	total_cnt
lodge	10	0	0	1	0.3914	7912
loft	3	0	0	1	0.7806	196
logic	2	0	0	1	0.8212	3071
logical	4	0	0	1	0.7494	3472
logicality	2	0	0	1	0.8128	203
logically	2	0	0	1	0.8006	361
logician	2	0	0	1	0.8356	146
logistic	6	0	0	1	0.6035	343
logistical	8	0	0	1	0.5449	301
logistics	7	0	0	1	0.5518	1622
logo	1	0	0	1	0.9606	127
loll	7	0	0	1	0.585	306
lonely	2	0	0	1	0.8122	932
longitudinal	2	0	0	1	0.8149	443
longline	3	0	0	1	0.7869	413
longstanding	3	0	0	1	0.7869	563
look	1	0	0	1	0.8839	155
lookout	5	0	0	1	0.6862	325
looming	5	0	0	1	0.6659	431
loosen	3	0	0	1	0.7904	2905
lop	8	0	0	1	0.5442	351
lopsided	7	0	0	1	0.5716	670
loquacious	9	0	0	1	0.4825	143
lord	7	0	0	1	0.5902	6593
lotion	8	0	0	1	0.5063	1029
lottery	7	0	0	1	0.5551	6516
loud	2	0	0	1	0.8031	1468
lounge	8	0	0	1	0.5239	8696
louse	8	0	0	1	0.5455	220
lousy	10	0	0	1	0.4473	313
lover	1	0	0	1	0.9181	281
low	2	0	0	1	0.8436	729
lowbrow	4	0	0	1	0.7327	202
loyal	4	0	0	1	0.715	5162
lubricant	5	0	0	1	0.6751	277
luck	1	0	0	1	0.9136	521
lucky	1	0	0	1	0.9192	260
lucrative	9	0	0	1	0.4661	7831
ludicrous	8	0	0	1	0.5087	462
lug	6	0	0	1	0.6196	347
luggage	3	0	0	1	0.7836	3559
lugubrious	10	0	0	1	0.432	125
lukewarm	3	0	0	1	0.7692	416
luminary	6	0	0	1	0.6263	190
lunar	3	0	0	1	0.7798	4047
lunatic	8	0	0	1	0.5231	432
lunch	3	0	0	1	0.7795	662
luncheon	1	0	0	1	0.8785	823
lunge	9	0	0	1	0.4987	397
lure	7	0	0	1	0.5584	8315
lurid	10	0	0	1	0.433	351
lurking	7	0	0	1	0.5946	111
lush	7	0	0	1	0.5512	606
lustrous	6	0	0	1	0.6364	143
lute	7	0	0	1	0.5714	133
lychee	3	0	0	1	0.7624	181
lynch	8	0	0	1	0.5012	403
lyric	7	0	0	1	0.6	4245
lyrical	4	0	0	1	0.7331	281
lyrics	6	0	0	1	0.6009	223
macaroni	8	0	0	1	0.5435	230
machine	4	0	0	1	0.7232	2139
machinery	2	0	0	1	0.8195	3285
macho	7	0	0	1	0.5926	162
madam	3	0	0	1	0.7859	1663
madame	2	0	0	1	0.8126	891
madden	5	0	0	1	0.6755	718
maelstrom	5	0	0	1	0.664	125
magenta	10	0	0	1	0.4485	136
magically	2	0	0	1	0.8079	203
magician	3	0	0	1	0.7729	229
magnanimous	8	0	0	1	0.5033	306
magnate	8	0	0	1	0.5132	228
magnet	6	0	0	1	0.6084	6012
magnifier	4	0	0	1	0.7477	107
magnitude	9	0	0	1	0.4572	6908
magnolia	10	0	0	1	0.4293	184
magpie	5	0	0	1	0.6751	437
mahogany	10	0	0	1	0.3812	181
mail	2	0	0	1	0.8026	1814
maim	7	0	0	1	0.5596	604
main	4	0	0	1	0.7225	1593
mainstay	3	0	0	1	0.7813	192
maize	6	0	0	1	0.6247	469
majority	4	0	0	1	0.7153	5367
makeshift	9	0	0	1	0.4868	2843
maladapted	5	0	0	1	0.6849	1479
maladaptive	5	0	0	1	0.6964	112
maladjusted	8	0	0	1	0.5339	575
maladroit	8	0	0	1	0.5252	139
malady	7	0	0	1	0.5625	560
malaise	10	0	0	1	0.3743	171
malaria	6	0	0	1	0.6008	476
male	3	0	0	1	0.7894	3581
malefactor	8	0	0	1	0.5414	556
malfeasance	8	0	0	1	0.5147	204
malformation	9	0	0	1	0.4572	514
malformed	3	0	0	1	0.7543	175
malice	9	0	0	1	0.4603	1384
mall	3	0	0	1	0.7765	1517
malleable	10	0	0	1	0.3748	603
malt	8	0	0	1	0.5063	480
mammoth	4	0	0	1	0.7055	438
man	1	0	0	1	0.8798	391
management	3	0	0	1	0.784	3194
managerial	2	0	0	1	0.8134	1302
mandate	9	0	0	1	0.4504	8004
mandatory	9	0	0	1	0.4589	3247
mangle	10	0	0	1	0.4309	181
maniac	6	0	0	1	0.6028	282
manicure	8	0	0	1	0.5474	274
manifestation	8	0	0	1	0.5436	1972
manipulative	9	0	0	1	0.4959	726
mankind	1	0	0	1	0.879	3090
manly	2	0	0	1	0.834	789
manner	6	0	0	1	0.6212	8446
manoeuvre	9	0	0	1	0.471	4590
manor	9	0	0	1	0.4514	370
mansion	8	0	0	1	0.515	2140
manslaughter	6	0	0	1	0.6358	162
manual	8	0	0	1	0.5121	9285
manually	4	0	0	1	0.73	100
manufacture	7	0	0	1	0.5761	8481
manure	10	0	0	1	0.4214	598
map	1	0	0	1	0.8577	801
mar	9	0	0	1	0.4656	1441
marathon	4	0	0	1	0.7294	4150
march	7	0	0	1	0.57	7483
mare	7	0	0	1	0.5902	183
margarine	9	0	0	1	0.4684	190
margin	9	0	0	1	0.4715	11300
marginal	7	0	0	1	0.5693	4595
marginalized	5	0	0	1	0.6797	1074
marijuana	7	0	0	1	0.5556	270
marker	2	0	0	1	0.8009	1140
marmalade	8	0	0	1	0.5424	177
marquee	8	0	0	1	0.508	311
marriage	1	0	0	1	0.8702	1279
marry	1	0	0	1	0.8545	804
marshal	9	0	0	1	0.4579	2208
martial	6	0	0	1	0.6459	819
martinet	8	0	0	1	0.5378	119
martyrdom	9	0	0	1	0.4638	235
marvel	7	0	0	1	0.5516	5477
masculine	6	0	0	1	0.6321	6306
mason	7	0	0	1	0.5878	524
masquerade	8	0	0	1	0.5403	372
massacre	6	0	0	1	0.603	6672
masses	4	0	0	1	0.7234	282
master	4	0	0	1	0.741	4282
mastery	7	0	0	1	0.5509	2425
mat	7	0	0	1	0.5814	6039
match	5	0	0	1	0.6983	4515
matchmaker	3	0	0	1	0.7634	727
material	6	0	0	1	0.6326	5351
materialism	4	0	0	1	0.7444	1346
materialist	5	0	0	1	0.6796	412
materialistic	4	0	0	1	0.7158	3652
materialize	7	0	0	1	0.5678	597
maternal	5	0	0	1	0.6534	1437
mathematical	1	0	0	1	0.8982	1611
mathematician	1	0	0	1	0.9126	103
mathematics	1	0	0	1	0.8992	1884
matinee	8	0	0	1	0.5109	137
matriculate	10	0	0	1	0.4465	374
matrix	8	0	0	1	0.5152	462
mauve	6	0	0	1	0.6119	201
maven	9	0	0	1	0.47	100
maverick	10	0	0	1	0.4094	342
maxim	6	0	0	1	0.646	1195
maximal	1	0	0	1	0.8774	824
maximize	1	0	0	1	0.882	644
maximum	1	0	0	1	0.8721	3189
may	4	0	0	1	0.7148	540
mayhem	10	0	0	1	0.3832	394
maze	5	0	0	1	0.6723	531
meadow	8	0	0	1	0.5372	7293
meal	4	0	0	1	0.7353	2025
mealtime	1	0	0	1	0.8814	236
mean	5	0	0	1	0.6995	2925
meaningfully	2	0	0	1	0.8085	188
meaningless	2	0	0	1	0.8279	773
means	4	0	0	1	0.7305	4649
meantime	2	0	0	1	0.83	3353
meanwhile	3	0	0	1	0.7698	3792
measurable	4	0	0	1	0.7492	1958
mecca	7	0	0	1	0.5855	152
mechanic	5	0	0	1	0.6978	6056
mechanical	3	0	0	1	0.7768	4802
mechanise	4	0	0	1	0.7369	669
mechanize	2	0	0	1	0.8225	1335
medal	6	0	0	1	0.6324	5258
meddle	10	0	0	1	0.4079	3172
media	3	0	0	1	0.7602	2652
mediation	8	0	0	1	0.5372	296
mediator	3	0	0	1	0.7794	494
medicaid	4	0	0	1	0.7303	571
medicine	3	0	0	1	0.7574	2251
mediocrity	10	0	0	1	0.3771	1273
mega	6	0	0	1	0.6413	499
megacity	4	0	0	1	0.7307	349
melancholy	10	0	0	1	0.3908	563
mellow	5	0	0	1	0.6568	373
melodic	2	0	0	1	0.802	101
melodious	3	0	0	1	0.7613	331
melody	6	0	0	1	0.6151	3385
melon	3	0	0	1	0.7779	3201
member	3	0	0	1	0.7977	2066
memento	4	0	0	1	0.702	198
memorandum	6	0	0	1	0.6358	5349
memorial	5	0	0	1	0.6999	4771
memorization	3	0	0	1	0.7831	249
memorize	2	0	0	1	0.84	1231
memory	4	0	0	1	0.7055	1450
menace	10	0	0	1	0.3795	6548
mend	7	0	0	1	0.5628	6867
mendacious	9	0	0	1	0.5	156
menial	10	0	0	1	0.4158	368
meningitis	9	0	0	1	0.4974	195
menstrual	8	0	0	1	0.5097	259
mental	5	0	0	1	0.6664	6531
mentality	7	0	0	1	0.5824	1214
mention	7	0	0	1	0.5688	7189
menu	3	0	0	1	0.777	1910
mercenary	10	0	0	1	0.4356	551
merchandising	8	0	0	1	0.5214	257
mercilessly	5	0	0	1	0.6672	652
mercurial	6	0	0	1	0.624	125
mercy	6	0	0	1	0.6196	5140
mere	4	0	0	1	0.7245	7038
merely	4	0	0	1	0.7331	3263
merger	6	0	0	1	0.6038	4420
merit	9	0	0	1	0.4671	9848
meritocracy	8	0	0	1	0.5104	1152
meritocratic	6	0	0	1	0.6008	476
meritorious	10	0	0	1	0.3568	569
merry	4	0	0	1	0.7381	4406
mesh	7	0	0	1	0.5818	495
mesmerize	8	0	0	1	0.5346	318
met	1	0	0	1	0.8634	227
metabolism	8	0	0	1	0.513	1460
metal	4	0	0	1	0.7289	5220
metallic	5	0	0	1	0.6542	1281
meteoric	6	0	0	1	0.6033	121
meteorological	5	0	0	1	0.6786	252
meteorologist	5	0	0	1	0.6835	158
meter	2	0	0	1	0.8191	1321
method	6	0	0	1	0.6032	3589
meticulous	10	0	0	1	0.3713	1570
meticulously	10	0	0	1	0.4038	104
metre	2	0	0	1	0.8489	1496
metric	7	0	0	1	0.5986	7553
metrics	8	0	0	1	0.5024	1240
metropolis	6	0	0	1	0.643	675
microbe	2	0	0	1	0.8167	360
microchip	2	0	0	1	0.8268	127
microcomputer	1	0	0	1	0.8917	120
microprocessor	2	0	0	1	0.8184	1074
microwave	3	0	0	1	0.7667	2803
midget	8	0	0	1	0.5409	257
midnight	1	0	0	1	0.9092	716
migraine	10	0	0	1	0.4184	380
migrant	6	0	0	1	0.6484	1422
migrating	6	0	0	1	0.6444	135
migratory	3	0	0	1	0.8	365
mildly	3	0	0	1	0.7897	680
mile	2	0	0	1	0.8004	2565
mileage	3	0	0	1	0.7517	1011
milestone	1	0	0	1	0.8513	3276
milieu	8	0	0	1	0.5049	305
militant	8	0	0	1	0.5146	5812
militarism	2	0	0	1	0.8396	106
militiaman	3	0	0	1	0.7868	136
milk	1	0	0	1	0.8861	281
mill	7	0	0	1	0.5616	7513
million	1	0	0	1	0.9106	861
mime	6	0	0	1	0.6349	734
mimicry	4	0	0	1	0.7115	104
mindlessly	3	0	0	1	0.7558	434
mindset	6	0	0	1	0.6431	2533
minefield	6	0	0	1	0.6429	168
miner	4	0	0	1	0.7336	274
mineral	7	0	0	1	0.576	6537
mineralize	10	0	0	1	0.3912	455
minicomputer	1	0	0	1	0.938	129
minimise	1	0	0	1	0.8767	1622
minimize	1	0	0	1	0.8805	3347
minimum	1	0	0	1	0.8939	2876
ministerial	6	0	0	1	0.6224	1372
ministration	5	0	0	1	0.66	100
ministry	7	0	0	1	0.5902	5496
mink	9	0	0	1	0.4566	173
minor	6	0	0	1	0.6285	9333
minus	7	0	0	1	0.5943	5923
miraculous	8	0	0	1	0.5483	786
miraculously	9	0	0	1	0.465	157
mirage	8	0	0	1	0.5305	590
mirror	4	0	0	1	0.7155	2893
misapprehension	3	0	0	1	0.7935	155
misbehave	1	0	0	1	0.8692	107
mischief	9	0	0	1	0.4656	4418
mischievous	8	0	0	1	0.5329	1368
misconstrue	4	0	0	1	0.7255	102
miscreant	9	0	0	1	0.4914	116
miser	8	0	0	1	0.5473	349
miserable	8	0	0	1	0.5377	7754
miserably	4	0	0	1	0.71	331
misfortune	3	0	0	1	0.7731	3160
misgiving	7	0	0	1	0.5531	358
misguide	1	0	0	1	0.8504	361
misinformation	1	0	0	1	0.861	410
misinterpret	4	0	0	1	0.7253	1103
misinterpretation	3	0	0	1	0.7691	2932
misjudge	1	0	0	1	0.9314	102
mislead	2	0	0	1	0.8332	4533
misnomer	4	0	0	1	0.75	112
misperception	3	0	0	1	0.7597	129
misplace	2	0	0	1	0.8294	815
mispredict	2	0	0	1	0.8424	165
misprint	6	0	0	1	0.6192	428
misrepresent	10	0	0	1	0.4096	564
misspell	2	0	0	1	0.8253	395
mistake	4	0	0	1	0.7268	1398
mistaken	2	0	0	1	0.8225	355
mistress	5	0	0	1	0.683	5580
misunderstand	2	0	0	1	0.8372	1548
mite	5	0	0	1	0.6735	487
mitochondrial	10	0	0	1	0.4495	485
mitten	6	0	0	1	0.6147	218
mixture	2	0	0	1	0.8375	1742
moan	7	0	0	1	0.5934	6132
moat	8	0	0	1	0.5319	282
mobile	2	0	0	1	0.8138	3185
mobility	7	0	0	1	0.5955	6605
mobilize	7	0	0	1	0.575	4031
mock	7	0	0	1	0.5555	7817
modem	7	0	0	1	0.5638	1497
moderate	8	0	0	1	0.5441	8969
moderately	6	0	0	1	0.6469	422
moderation	8	0	0	1	0.522	910
moderator	8	0	0	1	0.5406	973
modernize	2	0	0	1	0.8243	1616
modest	6	0	0	1	0.6153	8384
modestly	3	0	0	1	0.7636	368
modification	6	0	0	1	0.6311	3923
modified	8	0	0	1	0.5435	138
modular	4	0	0	1	0.7207	222
modulate	7	0	0	1	0.5714	420
module	6	0	0	1	0.6217	4277
moist	6	0	0	1	0.637	5830
mold	4	0	0	1	0.7031	4547
moldy	6	0	0	1	0.6261	583
molecule	7	0	0	1	0.5988	7325
mollycoddle	6	0	0	1	0.6423	123
momentarily	5	0	0	1	0.6635	844
momentary	4	0	0	1	0.7088	910
momentous	8	0	0	1	0.53	1434
momentum	9	0	0	1	0.4619	7700
monarch	6	0	0	1	0.6108	7050
monitor	6	0	0	1	0.6482	8616
monk	5	0	0	1	0.6994	529
monkey	1	0	0	1	0.9083	349
monochromatic	3	0	0	1	0.7655	145
monogamy	5	0	0	1	0.6782	261
monoglot	7	0	0	1	0.5607	305
monograph	7	0	0	1	0.5841	113
monologue	6	0	0	1	0.6202	853
monopolize	5	0	0	1	0.665	1176
monotone	2	0	0	1	0.8247	194
monotonous	7	0	0	1	0.5616	7213
monster	4	0	0	1	0.7033	3017
montage	4	0	0	1	0.7424	229
month	3	0	0	1	0.7747	839
monument	8	0	0	1	0.5058	6659
moody	3	0	0	1	0.761	523
moor	9	0	0	1	0.4844	353
moose	8	0	0	1	0.5096	157
mope	10	0	0	1	0.44	300
moral	6	0	0	1	0.6419	8383
moralist	1	0	0	1	0.8727	110
moratorium	10	0	0	1	0.2876	226
morbid	9	0	0	1	0.4838	587
moreover	4	0	0	1	0.7457	6761
morphology	10	0	0	1	0.4245	669
mortal	9	0	0	1	0.4869	6540
mortality	8	0	0	1	0.5395	3720
mortify	10	0	0	1	0.2963	405
mosaic	4	0	0	1	0.7223	4041
motel	4	0	0	1	0.7017	5145
moth	6	0	0	1	0.6097	433
mother	1	0	0	1	0.8806	134
motherland	1	0	0	1	0.9277	166
motif	7	0	0	1	0.5767	593
motionless	3	0	0	1	0.7783	203
motivated	5	0	0	1	0.6914	700
motivation	5	0	0	1	0.6512	2724
motivational	3	0	0	1	0.757	107
motor	3	0	0	1	0.7598	6377
motorbike	1	0	0	1	0.9065	139
motorcycle	2	0	0	1	0.8401	269
mould	5	0	0	1	0.6792	5995
mountainous	1	0	0	1	0.9113	530
mounting	4	0	0	1	0.7313	547
mournful	5	0	0	1	0.6915	1734
mourning	4	0	0	1	0.7037	1053
mouse	1	0	0	1	0.9037	1309
mousse	1	0	0	1	0.8779	131
mouth	3	0	0	1	0.7735	1404
mouthpiece	5	0	0	1	0.6761	775
movable	3	0	0	1	0.7904	334
mow	8	0	0	1	0.5043	1283
much	2	0	0	1	0.8142	549
mud	4	0	0	1	0.7076	4784
muddle	7	0	0	1	0.5629	1009
mug	9	0	0	1	0.4869	5555
muggy	6	0	0	1	0.6094	233
mulberry	3	0	0	1	0.8	110
mull	10	0	0	1	0.4412	102
multibillion	1	0	0	1	0.8629	175
multidimensional	3	0	0	1	0.7685	553
multifaceted	3	0	0	1	0.7988	169
multifarious	3	0	0	1	0.7879	132
multilateral	6	0	0	1	0.6441	1298
multilingual	2	0	0	1	0.802	303
multiparty	4	0	0	1	0.7066	426
multivitamin	1	0	0	1	0.8521	311
mum	1	0	0	1	0.8735	411
mumps	7	0	0	1	0.5666	353
municipal	10	0	0	1	0.4092	8286
munificent	10	0	0	1	0.3909	197
munition	7	0	0	1	0.5867	225
munitions	7	0	0	1	0.59	100
mustache	5	0	0	1	0.6945	491
mustard	9	0	0	1	0.48	1050
muster	9	0	0	1	0.4739	747
mutability	10	0	0	1	0.3803	852
mutant	7	0	0	1	0.5594	345
mutate	7	0	0	1	0.5806	217
mutation	10	0	0	1	0.4446	596
mutilate	10	0	0	1	0.3707	294
mutually	5	0	0	1	0.6649	1501
my	1	0	0	1	0.8868	106
myopic	6	0	0	1	0.6083	240
myriad	9	0	0	1	0.4766	1024
mysterious	3	0	0	1	0.7907	3641
myth	4	0	0	1	0.7144	7151
mythology	3	0	0	1	0.7695	872
nab	8	0	0	1	0.5169	236
nag	9	0	0	1	0.4835	333
nail	6	0	0	1	0.6197	4278
naive	6	0	0	1	0.6428	5700
naivety	2	0	0	1	0.8051	195
name	1	0	0	1	0.8587	269
namely	4	0	0	1	0.7213	5149
nap	6	0	0	1	0.6034	4627
nape	7	0	0	1	0.5672	134
napkin	6	0	0	1	0.6293	5587
narration	6	0	0	1	0.609	711
narrative	8	0	0	1	0.5214	8958
narrator	7	0	0	1	0.5796	999
narrow	4	0	0	1	0.7117	5179
narrowly	4	0	0	1	0.7189	434
nasal	6	0	0	1	0.644	736
nascent	8	0	0	1	0.5085	234
national	2	0	0	1	0.8255	1696
nationalism	2	0	0	1	0.8259	379
nationalist	2	0	0	1	0.8333	276
nationalization	1	0	0	1	0.8713	645
natty	6	0	0	1	0.6076	158
natural	3	0	0	1	0.7945	1494
naturalization	10	0	0	1	0.4323	2121
naturally	2	0	0	1	0.8122	1262
nature	3	0	0	1	0.7859	1448
navel	8	0	0	1	0.5425	306
navigable	5	0	0	1	0.6628	172
navigate	9	0	0	1	0.4886	5886
near	5	0	0	1	0.6519	1149
nearly	4	0	0	1	0.7212	2959
neat	7	0	0	1	0.5559	5639
neatly	6	0	0	1	0.6217	846
necessary	6	0	0	1	0.6461	1899
necessitate	2	0	0	1	0.8152	3241
necessity	2	0	0	1	0.8111	2970
neck	3	0	0	1	0.7794	2112
necktie	1	0	0	1	0.9	200
nectar	7	0	0	1	0.5566	557
need	2	0	0	1	0.8031	325
needle	2	0	0	1	0.8054	4671
needlessly	1	0	0	1	0.8803	142
negate	7	0	0	1	0.5527	2231
negation	6	0	0	1	0.6028	506
negative	6	0	0	1	0.6389	4918
negatively	2	0	0	1	0.8123	261
neglect	8	0	0	1	0.5446	9768
neglectful	7	0	0	1	0.5618	445
negligent	7	0	0	1	0.5784	1205
negligible	7	0	0	1	0.5516	6305
negotiate	9	0	0	1	0.4736	10765
negotiation	7	0	0	1	0.5637	3800
neighborhood	1	0	0	1	0.8664	1430
neighbour	2	0	0	1	0.8237	624
neither	2	0	0	1	0.8435	1604
neoclassical	1	0	0	1	0.8996	279
neon	3	0	0	1	0.7555	364
neophyte	6	0	0	1	0.6288	132
nephew	4	0	0	1	0.7111	4812
nerve	7	0	0	1	0.5889	7932
nervous	6	0	0	1	0.6216	3179
nest	6	0	0	1	0.6056	4625
nettle	9	0	0	1	0.4586	133
network	1	0	0	1	0.877	2569
networking	1	0	0	1	0.8581	289
neural	6	0	0	1	0.6076	4062
neurological	3	0	0	1	0.7774	647
neuron	3	0	0	1	0.7868	258
neurosis	3	0	0	1	0.7578	351
neuroticism	7	0	0	1	0.5753	598
neutral	7	0	0	1	0.5983	7887
neutralise	6	0	0	1	0.6145	511
neutron	3	0	0	1	0.7563	3299
nevertheless	4	0	0	1	0.7346	8252
newcomer	1	0	0	1	0.8844	346
newsprint	1	0	0	1	0.8644	2404
newsreel	4	0	0	1	0.7222	234
newsstand	3	0	0	1	0.7574	981
nib	4	0	0	1	0.7358	212
nibble	4	0	0	1	0.7427	412
nice	2	0	0	1	0.8315	368
nicety	6	0	0	1	0.6121	727
nickel	7	0	0	1	0.5737	5250
nickname	1	0	0	1	0.908	2251
night	2	0	0	1	0.8073	301
nightingale	2	0	0	1	0.811	127
nightmare	2	0	0	1	0.8122	5911
nil	4	0	0	1	0.7334	1219
nineteen	1	0	0	1	0.9529	170
ninety	1	0	0	1	0.9471	189
ninth	1	0	0	1	0.893	215
nip	3	0	0	1	0.7552	241
nitrate	9	0	0	1	0.4926	203
nitrogen	6	0	0	1	0.6403	6046
nobleman	3	0	0	1	0.7799	159
nocturnal	9	0	0	1	0.4678	714
nod	3	0	0	1	0.7788	2979
noisily	1	0	0	1	0.8762	105
noisome	4	0	0	1	0.7077	130
nomadic	9	0	0	1	0.4775	578
nomenclature	10	0	0	1	0.4373	263
nominal	9	0	0	1	0.4853	5669
nominee	5	0	0	1	0.6651	863
nonagricultural	2	0	0	1	0.8219	292
nonchalance	8	0	0	1	0.5429	105
nonchalant	10	0	0	1	0.4326	497
nonconformist	8	0	0	1	0.523	1522
none	2	0	0	1	0.8119	1212
nonetheless	4	0	0	1	0.7275	9003
nonfiction	2	0	0	1	0.826	339
nonhuman	1	0	0	1	0.9407	489
nonprofit	1	0	0	1	0.8571	679
nonsense	5	0	0	1	0.6872	7838
nonstop	2	0	0	1	0.8295	176
nonverbal	4	0	0	1	0.7047	2042
nonviolence	5	0	0	1	0.6586	372
nor	1	0	0	1	0.8642	1399
norm	6	0	0	1	0.6208	8763
normalize	2	0	0	1	0.8029	279
nostril	4	0	0	1	0.7364	368
not	1	0	0	1	0.9209	316
notary	8	0	0	1	0.5039	256
notate	5	0	0	1	0.6931	101
notation	8	0	0	1	0.5348	1277
notch	7	0	0	1	0.5774	310
note	3	0	0	1	0.7712	1674
notify	5	0	0	1	0.6773	6099
notorious	9	0	0	1	0.4767	8336
notoriously	6	0	0	1	0.6399	958
notwithstanding	4	0	0	1	0.7249	5474
noun	2	0	0	1	0.8118	2349
nourish	8	0	0	1	0.5199	6857
nourishment	6	0	0	1	0.6336	726
now	3	0	0	1	0.7718	355
nowadays	1	0	0	1	0.9274	1075
nucleus	4	0	0	1	0.7244	4669
nude	5	0	0	1	0.6753	2276
nugatory	10	0	0	1	0.3588	131
nullify	6	0	0	1	0.6408	142
numerate	4	0	0	1	0.7016	124
numerical	3	0	0	1	0.7852	5484
nuptial	8	0	0	1	0.5485	268
nurse	3	0	0	1	0.7667	2456
nursery	5	0	0	1	0.6804	6887
nutrient	3	0	0	1	0.7948	3518
nuzzle	6	0	0	1	0.6103	213
nylon	1	0	0	1	0.8666	3119
oak	6	0	0	1	0.6376	4959
oar	8	0	0	1	0.5452	4732
oasis	7	0	0	1	0.5885	955
oath	9	0	0	1	0.4761	5400
oats	6	0	0	1	0.6049	162
obdurate	10	0	0	1	0.3935	338
obedient	6	0	0	1	0.6401	4182
obfuscate	10	0	0	1	0.4402	184
obituary	10	0	0	1	0.4193	508
objectify	3	0	0	1	0.7877	146
objection	5	0	0	1	0.6849	5624
objectionable	7	0	0	1	0.5755	636
objectiveness	2	0	0	1	0.8355	693
obligatory	8	0	0	1	0.5309	825
obliged	7	0	0	1	0.5637	699
oblique	8	0	0	1	0.5103	194
obliterate	9	0	0	1	0.4559	623
oblong	6	0	0	1	0.6429	336
obloquy	10	0	0	1	0.3788	132
obscenity	9	0	0	1	0.4989	443
obscure	10	0	0	1	0.4086	9992
obscurity	8	0	0	1	0.528	894
observable	5	0	0	1	0.6501	1086
observant	6	0	0	1	0.6047	645
observatory	7	0	0	1	0.5818	2159
observer	4	0	0	1	0.7223	1959
obsess	8	0	0	1	0.5319	6229
obsessed	6	0	0	1	0.6366	388
obsession	9	0	0	1	0.4922	5683
obstetrics	10	0	0	1	0.2915	470
obstruct	6	0	0	1	0.6125	5745
obtain	6	0	0	1	0.6155	7440
obtainable	4	0	0	1	0.7451	306
obtainment	7	0	0	1	0.5565	230
obvious	6	0	0	1	0.6269	4082
obviously	5	0	0	1	0.6616	919
occasion	9	0	0	1	0.4948	8119
occidental	5	0	0	1	0.652	204
occult	10	0	0	1	0.4114	175
occupation	6	0	0	1	0.6258	5730
occupy	5	0	0	1	0.692	5507
occur	5	0	0	1	0.6631	5090
occurrence	6	0	0	1	0.6352	4772
ocean	2	0	0	1	0.8279	1534
octopus	6	0	0	1	0.6347	323
odd	5	0	0	1	0.6887	10543
ode	5	0	0	1	0.6602	256
odor	6	0	0	1	0.6165	5205
odorous	7	0	0	1	0.5989	566
odour	5	0	0	1	0.6573	4719
odyssey	7	0	0	1	0.5635	181
of	3	0	0	1	0.7529	862
offending	5	0	0	1	0.6564	390
offensive	6	0	0	1	0.6493	4961
offer	4	0	0	1	0.7382	3056
office	1	0	0	1	0.8993	735
officer	2	0	0	1	0.8366	3843
official	1	0	0	1	0.8527	4067
officious	7	0	0	1	0.5852	364
offline	3	0	0	1	0.7591	1270
oft	1	0	0	1	0.8667	165
oil	2	0	0	1	0.8229	1282
oily	1	0	0	1	0.8599	564
old	1	0	0	1	0.8843	268
olive	2	0	0	1	0.8091	1095
omission	7	0	0	1	0.5879	2344
omit	8	0	0	1	0.5338	7538
omnipresent	4	0	0	1	0.7062	194
omniscient	8	0	0	1	0.5421	321
omnivorous	6	0	0	1	0.6087	184
on	2	0	0	1	0.8446	354
oncogene	7	0	0	1	0.5878	900
oncoming	1	0	0	1	0.9091	121
oneself	1	0	0	1	0.9632	272
ongoing	1	0	0	1	0.8796	2135
onion	2	0	0	1	0.8279	3202
online	2	0	0	1	0.8054	776
onlooker	2	0	0	1	0.8107	280
onset	8	0	0	1	0.546	1447
onus	7	0	0	1	0.5833	132
onwards	2	0	0	1	0.8492	358
ooze	6	0	0	1	0.6129	651
opaque	10	0	0	1	0.4145	6656
open	2	0	0	1	0.8253	538
opener	1	0	0	1	0.8614	267
opening	2	0	0	1	0.8269	1132
openness	1	0	0	1	0.8639	191
opera	4	0	0	1	0.7248	3234
operant	4	0	0	1	0.7374	179
operational	3	0	0	1	0.7541	3391
operative	6	0	0	1	0.6492	2597
opine	8	0	0	1	0.5498	231
opinion	5	0	0	1	0.6849	2872
opium	7	0	0	1	0.5808	396
opponent	5	0	0	1	0.6655	8087
opportune	7	0	0	1	0.5949	237
opposite	5	0	0	1	0.6964	4772
opposition	3	0	0	1	0.7509	2975
oppress	6	0	0	1	0.6323	5018
oppression	4	0	0	1	0.7134	649
opprobrious	10	0	0	1	0.3356	149
opt	3	0	0	1	0.7887	5257
optic	6	0	0	1	0.6072	942
optician	7	0	0	1	0.5705	149
optimal	6	0	0	1	0.6499	1054
optimise	5	0	0	1	0.6763	346
optimism	2	0	0	1	0.8129	2378
optimist	2	0	0	1	0.8475	1233
optimum	7	0	0	1	0.5587	5842
optometrist	8	0	0	1	0.537	378
opulent	9	0	0	1	0.4987	794
orange	1	0	0	1	0.9143	467
orangutan	7	0	0	1	0.5739	115
oration	9	0	0	1	0.4804	102
orator	4	0	0	1	0.713	324
orbital	5	0	0	1	0.6748	941
orbiter	8	0	0	1	0.543	582
orchard	8	0	0	1	0.5004	4692
order	5	0	0	1	0.6916	3901
ordinal	6	0	0	1	0.6304	257
ordinance	10	0	0	1	0.4215	325
ordinary	6	0	0	1	0.6292	6216
ore	7	0	0	1	0.5766	6205
organ	5	0	0	1	0.6864	6077
organisation	2	0	0	1	0.8207	1004
organise	2	0	0	1	0.8272	1528
organism	4	0	0	1	0.7094	6108
organization	3	0	0	1	0.7894	1975
